Polyline,X,Y,
3,6234,104,
,,,
4,6230,104,
,,,
5,6225,104,
,,,
6,6226,97,
,,,
7,6230,97,
,,,
1,6243,119,
,,,
2,6246,119,
,,,
3,6249,119,
,,,
4,6248,122,
,,,
5,6246,122,
,,,
6,6246,123,
,,,
7,6248,123,
,,,
8,6248,127,
,,,
9,6245,127,
,,,
10,6242,126,
,,,
11,6238,126,
,,,
12,6238,123,
,,,
13,6239,119,
,,,
14,6243,119,
,,,
1,6267,133,
,,,
2,6267,130,
,,,
3,6269,130,
,,,
4,6270,131,
,,,
5,6270,133,
,,,
6,6270,136,
,,,
7,6270,138,
,,,
8,6269,139,
,,,
9,6266,139,
,,,
10,6266,136,
,,,
11,6267,133,
,,,
1,6249,129,
,,,
2,6250,129,
,,,
3,6255,130,
,,,
4,6259,130,
,,,
5,6262,130,
,,,
6,6266,130,
,,,
7,6266,133,
,,,
8,6266,139,
,,,
9,6262,139,
,,,
10,6258,139,
,,,
11,6253,139,
,,,
12,6249,139,
,,,
13,6245,138,
,,,
14,6245,138,
,,,
15,6242,138,
,,,
16,6241,137,
,,,
17,6242,135,
,,,
18,6242,130,
,,,
19,6243,129,
,,,
20,6249,129,
,,,
1,6256,141,
,,,
2,6260,141,
,,,
3,6265,141,
,,,
4,6267,142,
,,,
5,6269,142,
,,,
6,6270,143,
,,,
7,6270,146,
,,,
8,6270,150,
,,,
9,6269,151,
,,,
10,6264,151,
,,,
11,6260,150,
,,,
12,6256,150,
,,,
13,6252,150,
,,,
14,6252,141,
,,,
15,6256,141,
,,,
1,6213,87,
,,,
2,6217,87,
,,,
3,6220,87,
,,,
4,6223,87,
,,,
5,6224,88,
,,,
6,6224,93,
,,,
7,6223,94,
,,,
8,6220,94,
,,,
9,6216,94,
,,,
10,6213,94,
,,,
11,6209,93,
,,,
12,6209,90,
,,,
13,6209,86,
,,,
14,6213,87,
,,,
1,6198,86,
,,,
2,6201,86,
,,,
3,6205,86,
,,,
4,6209,86,
,,,
5,6208,90,
,,,
6,6208,93,
,,,
7,6205,93,
,,,
8,6201,93,
,,,
9,6197,93,
,,,
10,6194,93,
,,,
11,6193,92,
,,,
12,6193,89,
,,,
13,6193,86,
,,,
14,6194,86,
,,,
15,6198,86,
,,,
1,6212,95,
,,,
2,6216,96,
,,,
3,6220,96,
,,,
4,6223,96,
,,,
5,6223,97,
,,,
6,6223,102,
,,,
7,6222,103,
,,,
8,6219,103,
,,,
9,6216,103,
,,,
10,6212,103,
,,,
11,6209,103,
,,,
12,6209,99,
,,,
13,6209,95,
,,,
14,6212,95,
,,,
1,6211,104,
,,,
2,6215,104,
,,,
3,6218,105,
,,,
4,6222,105,
,,,
5,6222,108,
,,,
6,6223,108,
,,,
7,6223,111,
,,,
8,6222,112,
,,,
9,6214,112,
,,,
10,6211,111,
,,,
11,6207,111,
,,,
12,6208,104,
,,,
13,6211,104,
,,,
1,6187,82,
,,,
2,6191,83,
,,,
3,6190,90,
,,,
4,6189,91,
,,,
5,6187,90,
,,,
6,6187,90,
,,,
7,6183,89,
,,,
8,6183,86,
,,,
9,6183,82,
,,,
10,6187,82,
,,,
1,6240,157,
,,,
2,6241,152,
,,,
3,6247,153,
,,,
4,6258,153,
,,,
5,6264,153,
,,,
6,6268,154,
,,,
7,6269,155,
,,,
8,6269,159,
,,,
9,6269,162,
,,,
10,6268,162,
,,,
11,6261,162,
,,,
12,6257,162,
,,,
13,6248,162,
,,,
14,6240,161,
,,,
15,6240,157,
,,,
1,6221,152,
,,,
2,6225,152,
,,,
3,6234,152,
,,,
4,6240,152,
,,,
5,6239,157,
,,,
6,6239,161,
,,,
7,6236,161,
,,,
8,6225,161,
,,,
9,6221,161,
,,,
10,6207,160,
,,,
11,6206,159,
,,,
12,6206,152,
,,,
13,6207,151,
,,,
14,6221,152,
,,,
1,6260,182,
,,,
2,6260,180,
,,,
3,6261,179,
,,,
4,6265,180,
,,,
5,6268,180,
,,,
6,6269,181,
,,,
7,6269,182,
,,,
8,6269,187,
,,,
9,6269,193,
,,,
10,6268,202,
,,,
11,6268,212,
,,,
12,6267,213,
,,,
13,6260,213,
,,,
14,6259,212,
,,,
15,6260,202,
,,,
16,6260,193,
,,,
17,6260,189,
,,,
18,6260,182,
,,,
1,6253,179,
,,,
2,6257,179,
,,,
3,6258,180,
,,,
4,6257,188,
,,,
5,6257,193,
,,,
6,6257,202,
,,,
7,6256,202,
,,,
8,6252,201,
,,,
9,6248,201,
,,,
10,6248,192,
,,,
11,6248,187,
,,,
12,6249,180,
,,,
13,6250,179,
,,,
14,6253,179,
,,,
1,6237,186,
,,,
2,6237,179,
,,,
3,6238,178,
,,,
4,6245,179,
,,,
5,6246,180,
,,,
6,6246,187,
,,,
7,6245,192,
,,,
8,6245,200,
,,,
9,6244,201,
,,,
10,6237,201,
,,,
11,6236,200,
,,,
12,6236,192,
,,,
13,6237,186,
,,,
1,6247,226,
,,,
2,6247,223,
,,,
3,6256,224,
,,,
4,6256,227,
,,,
5,6256,231,
,,,
6,6256,236,
,,,
7,6255,241,
,,,
8,6255,245,
,,,
9,6255,248,
,,,
10,6254,249,
,,,
11,6247,249,
,,,
12,6246,248,
,,,
13,6246,244,
,,,
14,6246,240,
,,,
15,6246,236,
,,,
16,6247,231,
,,,
17,6247,226,
,,,
1,6240,251,
,,,
2,6244,252,
,,,
3,6254,252,
,,,
4,6258,252,
,,,
5,6262,252,
,,,
6,6268,253,
,,,
7,6277,253,
,,,
8,6277,262,
,,,
9,6268,262,
,,,
10,6263,262,
,,,
11,6260,262,
,,,
12,6254,262,
,,,
13,6244,262,
,,,
14,6240,262,
,,,
15,6235,262,
,,,
16,6234,261,
,,,
17,6234,257,
,,,
18,6234,252,
,,,
19,6235,251,
,,,
20,6240,251,
,,,
1,6220,233,
,,,
2,6220,219,
,,,
3,6221,218,
,,,
4,6229,218,
,,,
5,6230,219,
,,,
6,6230,233,
,,,
7,6229,240,
,,,
8,6229,243,
,,,
9,6228,261,
,,,
10,6227,262,
,,,
11,6220,262,
,,,
12,6220,243,
,,,
13,6220,239,
,,,
14,6220,233,
,,,
1,6185,200,
,,,
2,6185,196,
,,,
3,6186,195,
,,,
4,6192,195,
,,,
5,6198,196,
,,,
6,6199,197,
,,,
7,6199,200,
,,,
8,6199,204,
,,,
9,6199,208,
,,,
10,6199,212,
,,,
11,6198,212,
,,,
12,6191,212,
,,,
13,6185,212,
,,,
14,6185,212,
,,,
15,6185,208,
,,,
16,6185,204,
,,,
17,6185,200,
,,,
1,6186,246,
,,,
2,6186,242,
,,,
3,6186,241,
,,,
4,6194,241,
,,,
5,6200,241,
,,,
6,6207,241,
,,,
7,6216,241,
,,,
8,6217,242,
,,,
9,6217,246,
,,,
10,6217,249,
,,,
11,6216,250,
,,,
12,6207,250,
,,,
13,6186,246,
,,,
1,6210,253,
,,,
2,6211,253,
,,,
3,6219,253,
,,,
4,6219,258,
,,,
5,6219,262,
,,,
1,6290,97,
,,,
2,6289,99,
,,,
3,6289,99,
,,,
4,6288,99,
,,,
5,6287,99,
,,,
6,6287,97,
,,,
7,6290,97,
,,,
1,6281,103,
,,,
2,6280,113,
,,,
3,6275,113,
,,,
4,6276,103,
,,,
5,6281,103,
,,,
1,6280,113,
,,,
2,6279,115,
,,,
3,6268,114,
,,,
4,6266,113,
,,,
5,6275,113,
,,,
6,6280,113,
,,,
1,6237,95,
,,,
2,6237,94,
,,,
3,6237,88,
,,,
4,6238,87,
,,,
5,6238,91,
,,,
6,6237,95,
,,,
1,6237,103,
,,,
2,6236,103,
,,,
3,6236,100,
,,,
4,6237,100,
,,,
5,6237,103,
,,,
1,6235,91,
,,,
2,6226,91,
,,,
3,6226,88,
,,,
4,6227,87,
,,,
5,6234,87,
,,,
6,6235,88,
,,,
7,6235,91,
,,,
1,6235,97,
,,,
2,6234,96,
,,,
3,6234,92,
,,,
4,6235,92,
,,,
5,6235,97,
,,,
1,6234,96,
,,,
2,6227,96,
,,,
3,6227,95,
,,,
4,6227,92,
,,,
5,6234,92,
,,,
6,6234,96,
,,,
1,6227,95,
,,,
2,6226,95,
,,,
3,6226,92,
,,,
4,6227,92,
,,,
5,6227,95,
,,,
1,6193,102,
,,,
2,6192,101,
,,,
3,6192,99,
,,,
4,6193,99,
,,,
5,6193,102,
,,,
1,6223,108,
,,,
2,6222,108,
,,,
3,6222,105,
,,,
4,6223,106,
,,,
5,6223,108,
,,,
1,6187,90,
,,,
2,6184,90,
,,,
3,6183,89,
,,,
4,6187,90,
,,,
5,6187,90,
,,,
1,6180,89,
,,,
2,6180,97,
,,,
3,6174,96,
,,,
4,6173,96,
,,,
5,6173,89,
,,,
6,6180,89,
,,,
1,6470,516,
,,,
2,6468,518,
,,,
3,6468,555,
,,,
4,6468,518,
,,,
5,6470,516,
,,,
1,6085,393,
,,,
2,6097,391,
,,,
3,6098,400,
,,,
4,6085,393,
,,,
1,6197,329,
,,,
2,6196,363,
,,,
3,6195,364,
,,,
4,6169,367,
,,,
5,6169,366,
,,,
6,6169,343,
,,,
7,6169,329,
,,,
8,6184,329,
,,,
9,6185,329,
,,,
10,6197,329,
,,,
1,6281,821,
,,,
2,6281,800,
,,,
3,6282,799,
,,,
4,6307,799,
,,,
5,6308,801,
,,,
6,6308,821,
,,,
1,5864,153,
,,,
2,5868,153,
,,,
3,5873,153,
,,,
4,5877,154,
,,,
5,5882,154,
,,,
6,5881,160,
,,,
7,5881,167,
,,,
8,5877,167,
,,,
9,5872,167,
,,,
10,5867,167,
,,,
11,5863,166,
,,,
12,5859,166,
,,,
13,5859,159,
,,,
14,5859,153,
,,,
15,5864,153,
,,,
1,5640,756,
,,,
2,5640,755,
,,,
3,5641,755,
,,,
4,5641,756,
,,,
5,5640,756,
,,,
1,6168,367,
,,,
2,6167,367,
,,,
3,6166,366,
,,,
4,6166,329,
,,,
5,6169,329,
,,,
6,6169,366,
,,,
7,6168,366,
,,,
8,6168,367,
,,,
1,5812,534,
,,,
2,5813,533,
,,,
3,5814,532,
,,,
4,5816,532,
,,,
5,5818,531,
,,,
6,5820,530,
,,,
7,5821,530,
,,,
8,5823,529,
,,,
9,5825,528,
,,,
10,5827,528,
,,,
11,5828,528,
,,,
12,5830,527,
,,,
13,5832,527,
,,,
14,5834,527,
,,,
15,5835,527,
,,,
16,5837,528,
,,,
17,5809,585,
,,,
18,5805,585,
,,,
19,5800,585,
,,,
20,5792,584,
,,,
21,5791,583,
,,,
22,5791,575,
,,,
23,5791,554,
,,,
24,5792,554,
,,,
25,5792,553,
,,,
26,5793,552,
,,,
27,5794,551,
,,,
28,5794,550,
,,,
29,5795,549,
,,,
30,5796,548,
,,,
31,5798,546,
,,,
32,5798,545,
,,,
33,5800,543,
,,,
34,5802,541,
,,,
35,5803,540,
,,,
36,5804,539,
,,,
37,5805,538,
,,,
38,5806,537,
,,,
39,5808,537,
,,,
40,5809,536,
,,,
41,5811,535,
,,,
42,5812,534,
,,,
1,6063,399,
,,,
2,6063,395,
,,,
3,6072,394,
,,,
4,6072,399,
,,,
5,6073,401,
,,,
1,6270,384,
,,,
2,6254,396,
,,,
3,6250,390,
,,,
4,6269,382,
,,,
5,6270,384,
,,,
1,6406,434,
,,,
2,6407,435,
,,,
3,6407,472,
,,,
4,6405,473,
,,,
5,6371,473,
,,,
6,6364,473,
,,,
7,6363,471,
,,,
8,6363,459,
,,,
9,6363,451,
,,,
10,6363,435,
,,,
11,6364,434,
,,,
12,6406,434,
,,,
1,5601,587,
,,,
2,5601,597,
,,,
3,5600,597,
,,,
4,5600,598,
,,,
5,5599,598,
,,,
6,5598,598,
,,,
1,5942,299,
,,,
2,5938,299,
,,,
3,5935,299,
,,,
1,5952,292,
,,,
2,5951,292,
,,,
3,5951,292,
,,,
4,5951,293,
,,,
5,5952,293,
,,,
6,5952,299,
,,,
7,5947,299,
,,,
8,5943,299,
,,,
9,5943,292,
,,,
1,5934,292,
,,,
2,5934,299,
,,,
3,5931,299,
,,,
4,5929,297,
,,,
5,5929,292,
,,,
1,5952,292,
,,,
2,5952,293,
,,,
3,5951,293,
,,,
4,5951,292,
,,,
5,5951,292,
,,,
6,5952,292,
,,,
1,6053,530,
,,,
2,6054,529,
,,,
3,6067,529,
,,,
4,6068,529,
,,,
5,6075,530,
,,,
6,6080,530,
,,,
7,6088,530,
,,,
8,6092,531,
,,,
9,6096,534,
,,,
1,6166,326,
,,,
2,6180,326,
,,,
3,6180,319,
,,,
4,6183,319,
,,,
5,6183,320,
,,,
6,6183,320,
,,,
7,6183,321,
,,,
8,6184,321,
,,,
9,6184,329,
,,,
10,6169,329,
,,,
11,6167,329,
,,,
12,6167,329,
,,,
13,6166,329,
,,,
14,6166,326,
,,,
1,6167,329,
,,,
2,6167,329,
,,,
3,6166,329,
,,,
4,6166,329,
,,,
5,6167,329,
,,,
1,5700,649,
,,,
2,5700,650,
,,,
3,5699,650,
,,,
4,5699,649,
,,,
5,5700,649,
,,,
1,5836,612,
,,,
2,5836,616,
,,,
3,5836,624,
,,,
4,5834,625,
,,,
5,5827,625,
,,,
6,5820,625,
,,,
7,5813,625,
,,,
8,5792,625,
,,,
9,5791,623,
,,,
10,5791,611,
,,,
11,5791,602,
,,,
12,5791,598,
,,,
13,5791,590,
,,,
14,5792,589,
,,,
15,5800,589,
,,,
16,5809,589,
,,,
17,5814,589,
,,,
1,6169,74,
,,,
2,6176,73,
,,,
3,6185,71,
,,,
4,6193,70,
,,,
5,6197,69,
,,,
6,6201,69,
,,,
7,6206,68,
,,,
8,6210,67,
,,,
9,6212,65,
,,,
10,6211,60,
,,,
11,6212,60,
,,,
12,6212,65,
,,,
13,6213,68,
,,,
14,6213,70,
,,,
15,6213,73,
,,,
16,6214,74,
,,,
17,6216,75,
,,,
18,6219,75,
,,,
19,6222,76,
,,,
20,6225,76,
,,,
21,6228,75,
,,,
22,6232,74,
,,,
23,6235,73,
,,,
24,6237,72,
,,,
25,6242,70,
,,,
26,6244,69,
,,,
27,6248,68,
,,,
28,6253,67,
,,,
29,6257,66,
,,,
30,6261,66,
,,,
31,6265,66,
,,,
32,6269,67,
,,,
33,6273,68,
,,,
34,6278,68,
,,,
35,6284,67,
,,,
36,6289,68,
,,,
37,6291,68,
,,,
38,6290,80,
,,,
39,6290,81,
,,,
40,6281,81,
,,,
41,6274,80,
,,,
42,6268,80,
,,,
43,6267,86,
,,,
44,6191,83,
,,,
45,6187,82,
,,,
46,6183,82,
,,,
47,6125,79,
,,,
48,6125,72,
,,,
49,6125,68,
,,,
50,6125,64,
,,,
51,6127,64,
,,,
52,6127,66,
,,,
53,6128,67,
,,,
54,6130,69,
,,,
55,6132,71,
,,,
56,6135,72,
,,,
57,6138,74,
,,,
58,6143,75,
,,,
59,6146,75,
,,,
60,6150,76,
,,,
61,6156,76,
,,,
62,6161,75,
,,,
63,6169,74,
,,,
1,6323,230,
,,,
2,6331,230,
,,,
3,6338,230,
,,,
4,6345,230,
,,,
5,6350,230,
,,,
6,6359,230,
,,,
7,6366,230,
,,,
8,6367,230,
,,,
9,6367,238,
,,,
10,6366,239,
,,,
11,6359,239,
,,,
12,6349,239,
,,,
13,6344,239,
,,,
14,6338,239,
,,,
15,6331,239,
,,,
16,6323,239,
,,,
17,6323,235,
,,,
18,6323,234,
,,,
19,6323,230,
,,,
1,5765,565,
,,,
2,5762,565,
,,,
3,5759,565,
,,,
4,5757,566,
,,,
5,5755,566,
,,,
6,5754,567,
,,,
7,5752,567,
,,,
8,5750,567,
,,,
9,5748,567,
,,,
10,5745,565,
,,,
11,5745,549,
,,,
12,5745,542,
,,,
13,5746,529,
,,,
14,5746,509,
,,,
15,5746,495,
,,,
16,5746,486,
,,,
17,5746,479,
,,,
18,5750,475,
,,,
19,5764,475,
,,,
20,5771,475,
,,,
21,5780,475,
,,,
22,5787,475,
,,,
23,5796,476,
,,,
24,5801,476,
,,,
25,5812,476,
,,,
26,5821,476,
,,,
27,5828,476,
,,,
28,5846,476,
,,,
29,5861,476,
,,,
30,5866,476,
,,,
31,5874,476,
,,,
32,5890,477,
,,,
33,5908,477,
,,,
34,5910,522,
,,,
35,5890,521,
,,,
36,5881,521,
,,,
37,5874,521,
,,,
38,5868,521,
,,,
39,5845,496,
,,,
40,5827,496,
,,,
41,5821,496,
,,,
42,5814,496,
,,,
43,5800,496,
,,,
44,5791,496,
,,,
45,5785,496,
,,,
46,5778,496,
,,,
47,5771,496,
,,,
48,5764,495,
,,,
49,5759,495,
,,,
50,5759,529,
,,,
51,5759,543,
,,,
52,5759,549,
,,,
53,5761,549,
,,,
54,5784,550,
,,,
55,5786,551,
,,,
56,5786,552,
,,,
57,5784,553,
,,,
58,5783,554,
,,,
59,5782,555,
,,,
60,5781,556,
,,,
61,5780,557,
,,,
62,5779,558,
,,,
63,5778,559,
,,,
64,5776,560,
,,,
65,5775,560,
,,,
66,5773,561,
,,,
67,5772,562,
,,,
68,5771,563,
,,,
69,5769,563,
,,,
70,5768,564,
,,,
71,5765,565,
,,,
1,5719,802,
,,,
2,5720,741,
,,,
3,5722,740,
,,,
4,5722,739,
,,,
5,5723,739,
,,,
6,5726,739,
,,,
7,5726,740,
,,,
8,5723,740,
,,,
9,5722,741,
,,,
10,5722,744,
,,,
11,5722,749,
,,,
12,5722,753,
,,,
13,5722,758,
,,,
14,5721,762,
,,,
15,5721,767,
,,,
16,5721,771,
,,,
17,5721,776,
,,,
18,5721,777,
,,,
19,5721,780,
,,,
20,5721,785,
,,,
21,5721,790,
,,,
22,5721,794,
,,,
23,5721,799,
,,,
24,5721,803,
,,,
25,5719,802,
,,,
1,6249,534,
,,,
2,6204,532,
,,,
3,6205,531,
,,,
4,6223,531,
,,,
5,6223,531,
,,,
6,6224,531,
,,,
7,6224,531,
,,,
8,6224,531,
,,,
9,6224,531,
,,,
10,6225,531,
,,,
11,6225,531,
,,,
12,6225,531,
,,,
13,6225,531,
,,,
14,6226,531,
,,,
15,6226,531,
,,,
16,6226,531,
,,,
17,6227,531,
,,,
18,6227,531,
,,,
19,6227,531,
,,,
20,6228,531,
,,,
21,6228,531,
,,,
22,6228,531,
,,,
23,6228,531,
,,,
24,6229,531,
,,,
25,6229,531,
,,,
26,6229,531,
,,,
27,6230,531,
,,,
28,6230,531,
,,,
29,6230,531,
,,,
30,6231,531,
,,,
31,6231,531,
,,,
32,6231,531,
,,,
33,6232,531,
,,,
34,6232,532,
,,,
35,6232,532,
,,,
36,6233,532,
,,,
37,6233,532,
,,,
38,6233,532,
,,,
39,6234,532,
,,,
40,6234,532,
,,,
41,6234,532,
,,,
42,6235,532,
,,,
43,6235,532,
,,,
44,6235,532,
,,,
45,6235,532,
,,,
46,6236,532,
,,,
47,6236,532,
,,,
48,6236,532,
,,,
49,6237,532,
,,,
50,6237,532,
,,,
51,6237,532,
,,,
52,6238,532,
,,,
53,6238,532,
,,,
54,6238,532,
,,,
55,6238,532,
,,,
56,6239,532,
,,,
57,6239,532,
,,,
58,6239,532,
,,,
59,6240,532,
,,,
60,6240,532,
,,,
61,6240,532,
,,,
62,6241,532,
,,,
63,6241,532,
,,,
64,6241,532,
,,,
65,6242,532,
,,,
66,6242,532,
,,,
67,6242,532,
,,,
68,6243,533,
,,,
69,6243,533,
,,,
70,6243,533,
,,,
71,6243,533,
,,,
72,6244,533,
,,,
73,6244,533,
,,,
74,6244,533,
,,,
75,6245,533,
,,,
76,6245,533,
,,,
77,6245,533,
,,,
78,6246,533,
,,,
79,6246,533,
,,,
80,6246,533,
,,,
81,6247,533,
,,,
82,6247,533,
,,,
83,6249,534,
,,,
1,5930,370,
,,,
2,5925,370,
,,,
3,5921,370,
,,,
4,5916,370,
,,,
5,5912,370,
,,,
1,5700,648,
,,,
2,5700,649,
,,,
3,5699,649,
,,,
4,5699,648,
,,,
5,5700,648,
,,,
1,5686,649,
,,,
2,5687,649,
,,,
3,5687,654,
,,,
4,5687,655,
,,,
5,5688,655,
,,,
6,5690,655,
,,,
7,5698,655,
,,,
8,5699,655,
,,,
9,5699,650,
,,,
10,5700,650,
,,,
11,5700,655,
,,,
12,5699,656,
,,,
13,5687,656,
,,,
14,5686,655,
,,,
15,5686,649,
,,,
1,5885,821,
,,,
2,5885,816,
,,,
3,5885,811,
,,,
4,5885,805,
,,,
5,5885,800,
,,,
6,5887,799,
,,,
7,5890,799,
,,,
8,5894,799,
,,,
9,5903,799,
,,,
10,5912,799,
,,,
11,5921,799,
,,,
12,5926,799,
,,,
13,5929,799,
,,,
14,5930,801,
,,,
15,5930,805,
,,,
16,5930,811,
,,,
17,5930,821,
,,,
1,6184,320,
,,,
2,6183,320,
,,,
3,6183,320,
,,,
4,6183,319,
,,,
5,6184,319,
,,,
6,6184,320,
,,,
1,5729,616,
,,,
2,5729,620,
,,,
3,5729,624,
,,,
4,5729,629,
,,,
5,5729,633,
,,,
6,5729,638,
,,,
7,5729,642,
,,,
8,5729,647,
,,,
9,5729,651,
,,,
10,5729,656,
,,,
11,5729,660,
,,,
12,5729,664,
,,,
13,5729,669,
,,,
14,5729,673,
,,,
15,5724,673,
,,,
16,5723,672,
,,,
17,5723,669,
,,,
18,5723,664,
,,,
19,5723,660,
,,,
20,5723,656,
,,,
21,5723,651,
,,,
22,5723,647,
,,,
23,5723,642,
,,,
24,5723,642,
,,,
25,5723,638,
,,,
26,5723,633,
,,,
27,5723,629,
,,,
28,5723,624,
,,,
29,5723,620,
,,,
1,5721,671,
,,,
2,5723,672,
,,,
3,5721,671,
,,,
1,5963,302,
,,,
2,5966,302,
,,,
3,5969,302,
,,,
4,5970,303,
,,,
5,5970,309,
,,,
6,5970,319,
,,,
7,5962,319,
,,,
8,5962,309,
,,,
9,5962,303,
,,,
10,5963,302,
,,,
1,5755,723,
,,,
2,5755,736,
,,,
3,5755,738,
,,,
4,5755,745,
,,,
5,5755,751,
,,,
6,5755,758,
,,,
7,5755,765,
,,,
8,5755,772,
,,,
9,5755,779,
,,,
10,5755,783,
,,,
11,5761,783,
,,,
12,5768,784,
,,,
13,5775,784,
,,,
14,5780,784,
,,,
15,5781,785,
,,,
16,5781,795,
,,,
17,5781,805,
,,,
18,5780,806,
,,,
19,5775,806,
,,,
20,5768,806,
,,,
21,5761,806,
,,,
22,5754,806,
,,,
23,5749,806,
,,,
24,5749,806,
,,,
25,5747,806,
,,,
26,5742,801,
,,,
27,5742,798,
,,,
28,5742,792,
,,,
29,5742,785,
,,,
30,5742,778,
,,,
31,5742,772,
,,,
32,5742,765,
,,,
33,5743,758,
,,,
34,5743,751,
,,,
35,5743,745,
,,,
36,5743,740,
,,,
37,5746,733,
,,,
38,5751,727,
,,,
39,5752,726,
,,,
40,5755,723,
,,,
1,6245,167,
,,,
2,6254,167,
,,,
3,6259,168,
,,,
4,6265,168,
,,,
5,6272,168,
,,,
6,6278,168,
,,,
7,6280,168,
,,,
8,6281,169,
,,,
9,6281,177,
,,,
10,6278,177,
,,,
11,6271,177,
,,,
12,6265,177,
,,,
13,6259,176,
,,,
14,6255,176,
,,,
15,6251,176,
,,,
16,6245,176,
,,,
17,6238,176,
,,,
18,6237,175,
,,,
19,6238,168,
,,,
20,6238,167,
,,,
21,6245,167,
,,,
1,6337,335,
,,,
2,6337,336,
,,,
3,6336,336,
,,,
4,6336,335,
,,,
5,6337,335,
,,,
1,6142,292,
,,,
2,6142,299,
,,,
3,6142,306,
,,,
4,6142,312,
,,,
5,6137,312,
,,,
6,6134,312,
,,,
7,6132,312,
,,,
8,6132,306,
,,,
9,6132,299,
,,,
10,6132,297,
,,,
11,6132,293,
,,,
1,6176,110,
,,,
2,6176,106,
,,,
3,6176,103,
,,,
4,6180,103,
,,,
5,6182,103,
,,,
6,6181,105,
,,,
7,6181,110,
,,,
8,6176,110,
,,,
1,5972,319,
,,,
2,5972,318,
,,,
3,5974,316,
,,,
4,5985,316,
,,,
5,5986,318,
,,,
6,5986,320,
,,,
7,5985,319,
,,,
8,5975,319,
,,,
9,5972,319,
,,,
1,5698,704,
,,,
2,5698,710,
,,,
3,5693,710,
,,,
4,5693,707,
,,,
5,5695,707,
,,,
6,5695,706,
,,,
7,5694,706,
,,,
8,5694,705,
,,,
9,5694,704,
,,,
10,5698,704,
,,,
11,5698,704,
,,,
1,5693,707,
,,,
2,5693,706,
,,,
3,5694,706,
,,,
4,5694,706,
,,,
5,5694,707,
,,,
6,5693,707,
,,,
1,5698,712,
,,,
2,5698,711,
,,,
3,5699,711,
,,,
4,5699,712,
,,,
5,5698,712,
,,,
1,5698,711,
,,,
2,5698,710,
,,,
3,5699,710,
,,,
4,5699,711,
,,,
5,5698,711,
,,,
1,6174,99,
,,,
2,6174,97,
,,,
3,6174,96,
,,,
4,6180,97,
,,,
5,6180,100,
,,,
6,6179,101,
,,,
7,6174,101,
,,,
8,6173,100,
,,,
9,6174,100,
,,,
10,6174,99,
,,,
11,6174,99,
,,,
1,6173,100,
,,,
2,6173,99,
,,,
3,6174,99,
,,,
4,6174,100,
,,,
5,6173,100,
,,,
1,5629,162,
,,,
2,5628,174,
,,,
3,5627,175,
,,,
4,5616,174,
,,,
5,5615,173,
,,,
6,5616,160,
,,,
7,5629,162,
,,,
1,5674,170,
,,,
2,5674,171,
,,,
3,5674,177,
,,,
4,5659,176,
,,,
5,5659,170,
,,,
6,5660,169,
,,,
7,5674,170,
,,,
1,6146,601,
,,,
2,6110,604,
,,,
3,6124,604,
,,,
4,6129,604,
,,,
5,6134,604,
,,,
6,6146,604,
,,,
7,6147,606,
,,,
8,6147,609,
,,,
9,6147,618,
,,,
10,6147,628,
,,,
11,6146,629,
,,,
12,6124,629,
,,,
13,6114,628,
,,,
14,6114,628,
,,,
15,6113,628,
,,,
16,6113,628,
,,,
17,6105,628,
,,,
18,6104,627,
,,,
1,6105,533,
,,,
2,6109,530,
,,,
3,6111,530,
,,,
4,6121,530,
,,,
5,6122,530,
,,,
6,6123,530,
,,,
7,6124,530,
,,,
8,6125,530,
,,,
9,6125,530,
,,,
10,6127,530,
,,,
11,6128,530,
,,,
12,6130,530,
,,,
13,6131,530,
,,,
14,6135,530,
,,,
15,6147,530,
,,,
16,6148,531,
,,,
1,5631,148,
,,,
2,5630,161,
,,,
3,5616,159,
,,,
4,5618,147,
,,,
5,5619,146,
,,,
6,5630,147,
,,,
7,5631,148,
,,,
1,5673,189,
,,,
2,5672,191,
,,,
3,5671,191,
,,,
4,5672,189,
,,,
5,5673,189,
,,,
1,5639,181,
,,,
2,5638,187,
,,,
3,5625,186,
,,,
4,5626,179,
,,,
5,5639,181,
,,,
1,5614,134,
,,,
2,5614,141,
,,,
3,5600,139,
,,,
4,5601,133,
,,,
5,5614,134,
,,,
1,5664,70,
,,,
2,5659,127,
,,,
3,5626,123,
,,,
4,5631,67,
,,,
5,5664,70,
,,,
1,6352,191,
,,,
2,6353,191,
,,,
3,6353,202,
,,,
4,6338,202,
,,,
5,6338,191,
,,,
6,6339,191,
,,,
7,6352,191,
,,,
1,6354,202,
,,,
2,6364,202,
,,,
3,6364,212,
,,,
4,6358,212,
,,,
5,6358,212,
,,,
6,6357,212,
,,,
7,6357,212,
,,,
8,6355,212,
,,,
9,6354,212,
,,,
10,6354,202,
,,,
1,6355,191,
,,,
2,6356,191,
,,,
3,6365,191,
,,,
4,6364,202,
,,,
5,6354,202,
,,,
6,6355,191,
,,,
1,6452,159,
,,,
2,6455,159,
,,,
3,6458,159,
,,,
4,6464,159,
,,,
5,6470,159,
,,,
6,6470,163,
,,,
7,6470,168,
,,,
8,6466,168,
,,,
9,6464,168,
,,,
10,6461,168,
,,,
11,6458,168,
,,,
12,6452,168,
,,,
13,6448,168,
,,,
14,6447,167,
,,,
15,6447,160,
,,,
16,6448,159,
,,,
17,6452,159,
,,,
1,6353,202,
,,,
2,6352,212,
,,,
3,6351,212,
